,Cat.1,Cat.2,Cat.3,Cat.4,Cat.5,TS,Load,question,present_absent,trial_type
2010_001211.jpg, dog,,,,,30.7059262635,high, dog,Target Present,Normal
2010_001220.jpg, car,,,,,17.3271340324,low, horse,Target Absent,Normal
2010_001270.jpg, person, tvmonitor,,,,34.9922473298,high, sofa,Target Absent,Normal
2010_001271.jpg, chair, diningtable,,,,20.7351456906,low, chair,Target Present,Normal
2010_001434.jpg, sofa, chair,,,,31.2605400033,high, aeroplane,Target Absent,Critical
2010_001441.jpg, bird,,,,,12.2865509901,low, dog,Target Absent,Normal
2010_001448.jpg, aeroplane,,,,,14.8642700601,low, aeroplane,Target Present,Normal
2010_001594.jpg, boat,,,,,19.0489746161,low, boat,Target Present,Normal
2010_001638.jpg, car, person,,,,17.1930745949,low, aeroplane,Target Absent,Normal
2010_001687.jpg, dog,,,,,14.1863311834,low, person,Target Absent,Critical
2010_001763.jpg, sofa,,,,,16.6051735486,low, sofa,Target Present,Normal
2010_001856.jpg, person, horse,,,,35.6691324556,high, cat,Target Absent,Normal
2010_001907.jpg, person, chair, diningtable,,,20.5612790093,low, car,Target Absent,Normal
2010_001939.jpg, tvmonitor, diningtable, cat,,,29.8429225027,high, car,Target Absent,Normal
2010_001992.jpg, bird,,,,,28.9976048763,high, chair,Target Absent,Normal
2010_002002.jpg, person, bottle, tvmonitor,,,34.7011868581,high, dog,Target Absent,Normal
2010_002039.jpg, sheep, car, person,,,29.8744069442,high, car,Target Present,Normal
2010_002183.jpg, person, horse,,,,34.5575771686,high, horse,Target Present,Critical
2010_002226.jpg, person,,,,,33.1201890507,high, person,Target Present,Normal
2010_002255.jpg, person, cat,,,,20.482685213,low, horse,Target Absent,Normal
2010_002269.jpg, person, chair, diningtable, bottle,,31.3114431928,high, chair,Target Present,Normal
2010_002286.jpg, cat,,,,,17.0198036853,low, cat,Target Present,Critical
2010_002349.jpg, dog,,,,,19.9931027737,low, horse,Target Absent,Normal
2010_002391.jpg, dog,,,,,21.1698692239,low, dog,Target Present,Normal
2010_002393.jpg, boat,,,,,20.1314110865,low, boat,Target Present,Normal
2010_002462.jpg, pottedplant, person, bottle, diningtable,,35.4995436496,high, chair,Target Absent,Normal
2010_002472.jpg, cat,,,,,32.6606639512,high, cat,Target Present,Normal
2010_002498.jpg, person, boat,,,,17.9977484701,low, person,Target Present,Normal
2010_002532.jpg, aeroplane,,,,,14.9119840341,low, chair,Target Absent,Normal
2010_002654.jpg, dog,,,,,20.4280160335,low, dog,Target Present,Normal
2010_002661.jpg, pottedplant,,,,,15.8805716064,low, pottedplant,Target Present,Normal
2010_002702.jpg, person, boat, car,,,35.7047089349,high, car,Target Present,Normal
2010_002775.jpg, dog,,,,,29.7778405817,high, dog,Target Present,Normal
2010_002789.jpg, sofa, cat,,,,33.2089292528,high, cat,Target Present,Critical
2010_002958.jpg, chair,,,,,14.2135018144,low, pottedplant,Target Absent,Normal
2010_003101.jpg, pottedplant,,,,,19.252734908,low, dog,Target Absent,Normal
2010_003232.jpg, cat,,,,,30.6670733762,high, cat,Target Present,Normal
2010_003280.jpg, person, horse,,,,20.3068353181,low, bird,Target Absent,Normal
2010_003287.jpg, tvmonitor, chair, person,,,20.1551930472,low, horse,Target Absent,Normal
2010_003297.jpg, person, horse,,,,31.9696343244,high, horse,Target Present,Critical
2010_003329.jpg, bottle,,,,,20.9657753219,low, bottle,Target Present,Normal
2010_003374.jpg, person, chair, diningtable, bottle,,41.5433264183,high, chair,Target Present,Normal
2010_003400.jpg, car,,,,,11.740304537,low, person,Target Absent,Normal
2010_003419.jpg, bird,,,,,28.6670652044,high, bird,Target Present,Critical
2010_003520.jpg, sofa, chair, diningtable,,,35.4923120205,high, bottle,Target Absent,Normal
2010_003579.jpg, chair, cat,,,,29.798629152,high, boat,Target Absent,Critical
2010_003588.jpg, person, dog,,,,19.0525048941,low, dog,Target Present,Normal
2010_003696.jpg, cat,,,,,12.0306509618,low, cat,Target Present,Normal
2010_003724.jpg, person, bird,,,,29.6573899693,high, bird,Target Present,Normal
2010_003746.jpg, car, dog, person,,,21.0201592114,low, chair,Target Absent,Normal
2010_003861.jpg, pottedplant, person, chair, sofa, cat,29.7271295973,high, pottedplant,Target Present,Normal
2010_003864.jpg, pottedplant, sofa, chair, diningtable, tvmonitor,31.0075379239,high, bird,Target Absent,Normal
2010_003911.jpg, boat,,,,,20.084302537,low, bird,Target Absent,Normal
2010_004014.jpg, car,,,,,18.5979816817,low, car,Target Present,Normal
2010_004145.jpg, horse,,,,,18.5904564306,low, horse,Target Present,Critical
2010_004423.jpg, aeroplane,,,,,29.7396779561,high, chair,Target Absent,Normal
2010_004425.jpg, sofa, cat,,,,18.2884773419,low, person,Target Absent,Normal
2010_004447.jpg, person, bottle, sofa,,,33.5611857847,high, aeroplane,Target Absent,Critical
2010_004448.jpg, cat,,,,,17.2634677119,low, aeroplane,Target Absent,Critical
2010_004461.jpg, dog,,,,,20.7121552584,low, chair,Target Absent,Normal
2010_004542.jpg, person, horse,,,,33.8548211539,high, aeroplane,Target Absent,Normal
2010_004543.jpg, chair,,,,,35.3398492084,high, bird,Target Absent,Normal
2010_004662.jpg, boat,,,,,21.1986204175,low, person,Target Absent,Normal
2010_004683.jpg, pottedplant, dog,,,,28.6636334752,high, pottedplant,Target Present,Normal
2010_004733.jpg, dog,,,,,15.6312988004,low, aeroplane,Target Absent,Normal
2010_004779.jpg, person, train,,,,30.539116655,high, horse,Target Absent,Normal
2010_004791.jpg, aeroplane,,,,,20.1207612432,low, horse,Target Absent,Normal
2010_005016.jpg, bird,,,,,17.1261546097,low, bird,Target Present,Critical
2010_005101.jpg, aeroplane,,,,,13.350033322,low, aeroplane,Target Present,Normal
2010_005106.jpg, person, aeroplane,,,,30.2429372093,high, aeroplane,Target Present,Normal
2010_005170.jpg, person, chair, diningtable, sofa,,30.9164667664,high, person,Target Present,Normal
2010_005236.jpg, car, person,,,,21.0931649988,low, boat,Target Absent,Normal
2010_005239.jpg, tvmonitor, cat,,,,33.3195503088,high, cat,Target Present,Critical
2010_005270.jpg, person, horse, dog,,,31.3724599987,high, dog,Target Present,Normal
2010_005279.jpg, pottedplant,,,,,19.4673085745,low, chair,Target Absent,Critical
2010_005317.jpg, cat,,,,,18.6635622867,low, chair,Target Absent,Normal
2010_005318.jpg, car, chair, person,,,29.9820674601,high, dog,Target Absent,Normal
2010_005437.jpg, car,,,,,20.4871667265,low, car,Target Present,Critical
2010_005595.jpg, horse,,,,,29.6941234684,high, horse,Target Present,Normal
2010_005606.jpg, person, sofa, cat,,,29.5141897874,high, sofa,Target Present,Critical
2010_005608.jpg, bird,,,,,29.2726546025,high, bird,Target Present,Normal
2010_005628.jpg, pottedplant, person, chair, dog,,34.0997901784,high, pottedplant,Target Present,Normal
2010_005669.jpg, dog,,,,,33.9606775299,high, dog,Target Present,Normal
2010_005705.jpg, boat,,,,,30.0754741197,high, boat,Target Present,Normal
2010_005718.jpg, car, aeroplane,,,,32.2245207666,high, aeroplane,Target Present,Critical
2010_005733.jpg, person, horse, car,,,29.4325863032,high, bird,Target Absent,Normal
2010_005780.jpg, boat,,,,,16.8463365792,low, boat,Target Present,Normal
2010_005785.jpg, car,,,,,16.1970358254,low, bottle,Target Absent,Normal
2010_005868.jpg, car,,,,,20.6961796982,low, car,Target Present,Normal
2010_005921.jpg, chair,,,,,28.8102222555,high, horse,Target Absent,Normal
2011_000009.jpg, tvmonitor, chair, bottle, person,,35.2502828915,high, boat,Target Absent,Normal
2011_000036.jpg, pottedplant, tvmonitor, chair,,,34.1338895722,high, horse,Target Absent,Normal
2011_000173.jpg, sofa,,,,,30.6065790391,high, boat,Target Absent,Normal
2011_000278.jpg, person, boat, car,,,35.3346459756,high, boat,Target Present,Normal
2011_000293.jpg, car,,,,,9.15639028616,low, car,Target Present,Critical
2011_000379.jpg, sofa, cat,,,,21.054250295,low, sofa,Target Present,Normal
2011_000530.jpg, pottedplant, sofa, chair, diningtable,,29.8068196257,high, aeroplane,Target Absent,Normal
2011_000548.jpg, bird, cow,,,,30.9612210041,high, dog,Target Absent,Normal
2011_000661.jpg, chair, cat,,,,19.7971714164,low, cat,Target Present,Normal
2011_000689.jpg, sofa, chair, person,,,31.4838581988,high, bottle,Target Absent,Normal
2011_000828.jpg, sofa, bottle, person,,,29.4797169704,high, sofa,Target Present,Normal
2011_001001.jpg, person, bird, boat,,,31.9134097386,high, boat,Target Present,Normal
2011_001005.jpg, pottedplant, sofa,,,,18.9677226722,low, sofa,Target Present,Normal
2011_001025.jpg, pottedplant, person, bicycle, car,,33.3671527498,high, sofa,Target Absent,Normal
2011_001097.jpg, boat,,,,,33.0359363026,high, pottedplant,Target Absent,Normal
2011_001116.jpg, person, cat,,,,29.7785441827,high, car,Target Absent,Normal
2011_001139.jpg, chair, bird, diningtable,,,29.3617557203,high, bird,Target Present,Critical
2011_001173.jpg, sofa, cat,,,,20.4341038207,low, sofa,Target Present,Normal
2011_001283.jpg, sofa, person,,,,32.3590215461,high, sofa,Target Present,Normal
2011_001320.jpg, aeroplane,,,,,17.6199077217,low, person,Target Absent,Normal
2011_001382.jpg, pottedplant, person, diningtable, bottle,,28.9395133114,high, chair,Target Absent,Normal
2011_001503.jpg, person, sofa,,,,31.0685063774,high, sofa,Target Present,Normal
2011_001566.jpg, pottedplant, chair, bicycle,,,34.2525942063,high, bottle,Target Absent,Normal
2011_001591.jpg, person, boat,,,,17.698167132,low, person,Target Present,Normal
2011_001605.jpg, pottedplant, person, motorbike,,,34.4160054333,high, horse,Target Absent,Normal
2011_001613.jpg, person, boat,,,,17.5169414787,low, boat,Target Present,Normal
2011_001655.jpg, person, train,,,,33.2492851329,high, bottle,Target Absent,Normal
2011_001656.jpg, horse,,,,,19.1565474203,low, boat,Target Absent,Critical
2011_001779.jpg, bird,,,,,18.6847309925,low, chair,Target Absent,Normal
2011_001800.jpg, person, aeroplane,,,,30.9530432899,high, dog,Target Absent,Normal
2011_001862.jpg, pottedplant, sofa, chair, dog, diningtable,32.8925621335,high, chair,Target Present,Normal
2011_001880.jpg, aeroplane,,,,,32.2027640207,high, aeroplane,Target Present,Normal
2011_001886.jpg, boat,,,,,19.6857522998,low, boat,Target Present,Critical
2011_001902.jpg, bird,,,,,19.504215174,low, bird,Target Present,Normal
2011_001930.jpg, chair,,,,,18.8133665356,low, horse,Target Absent,Critical
2011_001972.jpg, chair,,,,,10.5938667879,low, bottle,Target Absent,Critical
2011_001991.jpg, boat,,,,,34.0471469053,high, boat,Target Present,Normal
2011_002050.jpg, boat,,,,,17.3315580807,low, dog,Target Absent,Critical
2011_002098.jpg, dog, bottle,,,,41.9971447032,high, bottle,Target Present,Normal
2011_002193.jpg, person, aeroplane,,,,30.1828857165,high, car,Target Absent,Normal
2011_002239.jpg, person, dog,,,,31.3196534731,high, dog,Target Present,Normal
2011_002241.jpg, chair, diningtable,,,,18.1178027951,low, chair,Target Present,Normal
2011_002453.jpg, pottedplant,,,,,19.2497613741,low, pottedplant,Target Present,Normal
2011_002558.jpg, person, boat,,,,16.146154778,low, boat,Target Present,Normal
2011_002624.jpg, person,,,,,31.0339033208,high, bottle,Target Absent,Normal
2011_002631.jpg, cat,,,,,29.3768098723,high, aeroplane,Target Absent,Normal
2011_002760.jpg, person, motorbike,,,,29.2374513626,high, bird,Target Absent,Critical
2011_002766.jpg, sofa, dog,,,,19.8856266569,low, dog,Target Present,Normal
2011_002810.jpg, pottedplant, tvmonitor, chair, sofa,,35.6366042017,high, pottedplant,Target Present,Normal
2011_002814.jpg, sofa, bottle, pottedplant, tvmonitor, chair,33.9377756239,high, bird,Target Absent,Critical
2011_003098.jpg, dog,,,,,14.5266023946,low, bottle,Target Absent,Normal
2011_003244.jpg, horse,,,,,14.7794765974,low, chair,Target Absent,Normal
